setTag,title,authors,datePublished,language,journalName
COVID-19,[The treatment proposal for the patients with breast diseases in the central epidemic area of 2019 coronavirus disease].,Zhao L. Zhang L. Liu JW. Yang ZF. Shen WZ. Li XR,2020-02-25,Chinese,Zhonghua wai ke za zhi [Chinese journal of surgery]
COVID-19,Covid-19: surge in cases in Italy and South Korea makes pandemic look more likely.,Day M,2020-02-25,English,BMJ (Clinical research ed.)
COVID-19,Coronavirus Infections-More Than Just the Common Cold.,"Paules, Catharine I.. Marston, Hilary D.. Fauci, Anthony S.",2020-02-25,English,JAMA: Journal of the American Medical Association
COVID-19,"The Novel Coronavirus Originating in Wuhan, China: Challenges for Global Health Governance.","Phelan, Alexandra L.. Katz, Rebecca. Gostin, Lawrence O.",2020-02-25,English,JAMA: Journal of the American Medical Association
COVID-19,De-isolating COVID-19 Suspect Cases: A Continuing Challenge.,Tay JY. Lim PL. Marimuthu K. Sadarangani SP. Ling LM. Ang BSP. Chan M. Leo YS. Vasoo S,2020-02-26,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,The epidemiology and pathogenesis of coronavirus disease (COVID-19) outbreak.,Rothan HA. Byrareddy SN,2020-02-26,English,Journal of autoimmunity
COVID-19,Composition and divergence of coronavirus spike proteins and host ACE2 receptors predict potential intermediate hosts of SARS-CoV-2.,Liu Z. Xiao X. Wei X. Li J. Yang J. Tan H. Zhu J. Zhang Q. Wu J. Liu L,2020-02-26,English,Journal of medical virology
COVID-19,Evaluation of coronavirus in tears and conjunctival secretions of patients with SARS-CoV-2 infection.,Xia J. Tong J. Liu M. Shen Y. Guo D,2020-02-26,English,Journal of medical virology
COVID-19,Coronavirus Disease 2019 and Influenza.,Livingston E. Bucher K. Rekito A,2020-02-26,English,JAMA
COVID-19,Correlation of Chest CT and RT-PCR Testing in Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.,Ai T. Yang Z. Hou H. Zhan C. Chen C. Lv W. Tao Q. Sun Z. Xia L,2020-02-26,English,Radiology
COVID-19,Fear can be more harmful than the severe acute respiratory syndrome coronavirus 2 in controlling the corona virus disease 2019 epidemic.,Ren SY. Gao RD. Chen YL,2020-02-26,English,World journal of clinical cases
COVID-19,No credible evidence supporting claims of the laboratory engineering of SARS-CoV-2.,Liu SL. Saif LJ. Weiss SR. Su L,2020-02-26,English,Emerging microbes & infections
COVID-19,"Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review.",Pang J. Wang MX. Ang IYH. Tan SHX. Lewis RF. Chen JI. Gutierrez RA. Gwee SXW. Chua PEY. Yang Q. Ng XY. Yap RK. Tan HY. Teo YY. Tan CC. Cook AR. Yap JC. Hsu LY,2020-02-26,English,Journal of clinical medicine
COVID-19,Application of the ARIMA model on the COVID-2019 epidemic dataset.,Benvenuto D. Giovanetti M. Vassallo L. Angeletti S. Ciccozzi M,2020-02-26,English,Data in brief
COVID-19,[Health management of breast cancer patients outside the hospital during the outbreak of 2019 novel coronavirus disease].,Liu BL. Ma F. Wang JN. Fan Y. Mo HN. Xu BH,2020-02-26,Chinese,Zhonghua zhong liu za zhi [Chinese journal of oncology]
COVID-19,"COVID-19, Australia: Epidemiology Report 4 (Reporting week ending 19:00 AEDT 22 February 2020).",,2020-02-26,English,Communicable diseases intelligence (2018)
COVID-19,[Airway management of COVID-19 patients with severe pneumonia].,,2020-02-26,Chinese,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery
COVID-19,2019-novel Coronavirus severe adult respiratory distress syndrome in two cases in Italy: An uncommon radiological presentation.,Albarello F. Pianura E. Di Stefano F. Cristofaro M. Petrone A. Marchioni L. Palazzolo C. Schininà V. Nicastri E. Petrosillo N. Campioni P. Eskild P. Zumla A. Ippolito G,2020-02-26,English,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
COVID-19,Passengers' destinations from China: low risk of Novel Coronavirus (2019-nCoV) transmission into Africa and South America.,Haider N. Yavlinsky A. Simons D. Osman AY. Ntoumi F. Zumla A. Kock R,2020-02-26,English,Epidemiology and infection
COVID-19,Covid-19: Italy confirms 11 deaths as cases spread from north.,Day M,2020-02-26,English,BMJ (Clinical research ed.)
COVID-19,Expert Recommendations for Tracheal Intubation in Critically ill Patients with Noval Coronavirus Disease 2019.,Zuo MZ. Huang YG. Ma WH. Xue ZG. Zhang JQ. Gong YH. Che L,2020-02-27,English,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih
COVID-19,"Evolutionary history, potential intermediate animal host, and cross-species analyses of SARS-CoV-2.",Li X. Zai J. Zhao Q. Nie Q. Li Y. Foley BT. Chaillon A,2020-02-27,English,Journal of medical virology
COVID-19,The neuroinvasive potential of SARS-CoV2 may play a role in the respiratory failure of COVID-19 patients.,Li YC. Bai WZ. Hashikawa T,2020-02-27,English,Journal of medical virology
COVID-19,Development and Clinical Application of A Rapid IgM-IgG Combined Antibody Test for SARS-CoV-2 Infection Diagnosis.,Li Z. Yi Y. Luo X. Xiong N. Liu Y. Li S. Sun R. Wang Y. Hu B. Chen W. Zhang Y. Wang J. Huang B. Lin Y. Yang J. Cai W. Wang X. Cheng J. Chen Z. Sun K. Pan W. Zhan Z. Chen L. Ye F,2020-02-27,English,Journal of medical virology
COVID-19,A systematic review of lopinavir therapy for SARS coronavirus and MERS coronavirus-A possible reference for coronavirus disease-19 treatment option.,Yao TT. Qian JD. Zhu WY. Wang Y. Wang GQ,2020-02-27,English,Journal of medical virology
COVID-19,Nepal's First Case of COVID-19 and public health response.,Shrestha R. Shrestha S. Khanal P. Bhuvan KC,2020-02-27,English,Journal of travel medicine
COVID-19,Positive RT-PCR Test Results in Patients Recovered From COVID-19.,Lan L. Xu D. Ye G. Xia C. Wang S. Li Y. Xu H,2020-02-27,English,JAMA
COVID-19,Retraction-Chinese medical staff request international medical assistance in fighting against COVID-19.,The Editors Of The Lancet Global Health,2020-02-27,English,The Lancet. Global health
COVID-19,Essentials for Radiologists on COVID-19: An Update- Radiology Scientific Expert Panel.,Kanne JP. Little BP. Chung JH. Elicker BM. Ketai LH,2020-02-27,English,Radiology
COVID-19,Asymptomatic coronavirus infection: MERS-CoV and SARS-CoV-2 (COVID-19).,Al-Tawfiq JA,2020-02-27,English,Travel medicine and infectious disease
COVID-19,"Clinical characteristics of laboratory confirmed positive cases of SARS-CoV-2 infection in Wuhan, China: A retrospective single center analysis.",Huang Y. Tu M. Wang S. Chen S. Zhou W. Chen D. Zhou L. Wang M. Zhao Y. Zeng W. Huang Q. Xu H. Liu Z. Guo L,2020-02-27,English,Travel medicine and infectious disease
COVID-19,On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management.,Allam Z. Jones DS,2020-02-27,English,"Healthcare (Basel, Switzerland)"
COVID-19,Novel coronavirus COVID-19: an overview for emergency clinicians,Giwa A. Desai A,2020-02-27,English,Emergency medicine practice
COVID-19,[Recommendation on the modernization of disease control and prevention].,,2020-02-27,Chinese,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi
COVID-19,[Surgical treatment for esophageal cancer during the outbreak of COVID-19].,Li Y. Qin JJ. Wang Z. Yu Y. Wen YY. Chen XK. Liu WX. Li Y,2020-02-27,Chinese,Zhonghua zhong liu za zhi [Chinese journal of oncology]
COVID-19,[Analysis on epidemic situation and spatiotemporal changes of COVID-19 in Anhui].,Liu M. Xu HL. Yuan M. Liu ZR. Wu XY. Zhang Y. Ma LY. Gong L. Gan H. Zong WW. Tao SM. Liu Q. Du YN. Tao FB,2020-02-27,Chinese,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
COVID-19,[The importance of strengthening the ability of fundamental disease prevention and control system from the perspective of the epidemic situation of COVID-19].,Wang M,2020-02-27,Chinese,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine]
COVID-19,Comparison of different samples for 2019 novel coronavirus detection by nucleic acid amplification tests.,Xie C. Jiang L. Huang G. Pu H. Gong B. Lin H. Ma S. Chen X. Long B. Si G. Yu H. Jiang L. Yang X. Shi Y. Yang Z,2020-02-27,English,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
COVID-19,"Preliminary case report on the SARS-CoV-2 cluster in the UK, France, and Spain",Hodcroft EB,2020-02-27,English,Swiss medical weekly
COVID-19,"Clinical findings in a group of patients infected with the 2019 novel coronavirus (SARS-Cov-2) outside of Wuhan, China: retrospective case series.",,2020-02-27,English,BMJ (Clinical research ed.)
COVID-19,"Covid-19: Trump says risk to Americans is ""very low"".",Tanne JH,2020-02-27,English,BMJ (Clinical research ed.)
COVID-19,Medical Journals and the 2019-nCoV Outbreak.,"Rubin, Eric J.. Baden, Lindsey R.. Morrissey, Stephen. Campion, Edward W.",2020-02-27,English,New England Journal of Medicine
COVID-19,Audio Interview: Preparing for the Spread of Covid-19.,"Rubin, Eric J. Baden, Lindsey R. Morrissey, Stephen",2020-02-27,English,New England Journal of Medicine
COVID-19,Radiology Perspective of Coronavirus Disease 2019 (COVID-19): Lessons From Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome.,Hosseiny M. Kooraki S. Gholamrezanezhad A. Reddy S. Myers L,2020-02-28,English,AJR. American journal of roentgenology
COVID-19,Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes.,Cleemput S. Dumon W. Fonseca V. Karim WA. Giovanetti M. Alcantara LC. Deforche K. de Oliveira T,2020-02-28,English,"Bioinformatics (Oxford, England)"
COVID-19,From SARS-CoV to 2019-nCoV Outbreak: Similarities in the Early Epidemics and Prediction of Future Trends.,Chen ZL. Zhang WJ. Lu Y. Guo C. Guo ZM. Liao CH. Zhang X. Zhang Y. Han XH. Li QL. Lu JH,2020-02-28,English,Chinese medical journal
COVID-19,"Distribution of the COVID-19 epidemic and correlation with population emigration from wuhan, China.",Chen ZL. Zhang Q. Lu Y. Guo ZM. Zhang X. Zhang WJ. Guo C. Liao CH. Li QL. Han XH. Lu JH,2020-02-28,English,Chinese medical journal
COVID-19,Single-cell RNA sequencing data suggest a role for angiotensin-converting enzyme 2 in kidney impairment in patients infected with 2019-nCoV.,Deng YY. Zheng Y. Cai GY. Chen XM. Hong Q,2020-02-28,English,Chinese medical journal
COVID-19,Persistence and clearance of viral RNA in 2019 novel coronavirus disease rehabilitation patients.,Ling Y. Xu SB. Lin YX. Tian D. Zhu ZQ. Dai FH. Wu F. Song ZG. Huang W. Chen J. Hu BJ. Wang S. Mao EQ. Zhu L. Zhang WH. Lu HZ,2020-02-28,English,Chinese medical journal
COVID-19,Analysis of factors associated with disease outcomes in hospitalized patients with 2019 novel coronavirus disease.,Liu W. Tao ZW. Lei W. Ming-Li Y. Kui L. Ling Z. Shuang W. Yan D. Jing L. Liu HG. Ming Y. Yi H,2020-02-28,English,Chinese medical journal
COVID-19,A Well Infant with Coronavirus Disease 2019 (COVID-19) with High Viral Load.,Kam KQ. Yung CF. Cui L. Lin Tzer Pin R. Mak TM. Maiwald M. Li J. Chong CY. Nadua K. Tan NWH. Thoon KC,2020-02-28,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,A case of 2019 Novel Coronavirus in a pregnant woman with preterm delivery.,Wang X. Zhou Z. Zhang J. Zhu F. Tang Y. Shen X,2020-02-28,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,Development of epitope-based peptide vaccine against novel coronavirus 2019 (SARS-COV-2): Immunoinformatics approach.,Bhattacharya M. Sharma AR. Patra P. Ghosh P. Sharma G. Patra BC. Lee SS. Chakraborty C,2020-02-28,English,Journal of medical virology
COVID-19,Clinical characteristics of hospitalized patients with SARS-CoV-2 infection: A single arm meta-analysis.,Sun P. Qie S. Liu Z. Ren J. Li K. Xi J,2020-02-28,English,Journal of medical virology
COVID-19,Clinical trial analysis of 2019-nCoV therapy registered in China.,Zhang Q. Wang Y. Qi C. Shen L. Li J,2020-02-28,English,Journal of medical virology
COVID-19,Pulmonary Pathology of Early-Phase 2019 Novel Coronavirus (COVID-19) Pneumonia in Two Patients With Lung Cancer.,Tian S. Hu W. Niu L. Liu H. Xu H. Xiao SY,2020-02-28,English,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer
COVID-19,Saudi Arabia`s measures to curb the COVID-19 outbreak: temporary suspension of the Umrah pilgrimage.,Ebrahim SH. Memish ZA,2020-02-28,English,Journal of travel medicine
COVID-19,COVID-19 outbreak on the Diamond Princess cruise ship: estimating the epidemic potential and effectiveness of public health countermeasures.,Rocklöv J. Sjödin H. Wilder-Smith A,2020-02-28,English,Journal of travel medicine
COVID-19,Responding to Covid-19 - A Once-in-a-Century Pandemic?,Gates B,2020-02-28,English,The New England journal of medicine
COVID-19,Clinical Characteristics of Coronavirus Disease 2019 in China.,Guan WJ. Ni ZY. Hu Y. Liang WH. Ou CQ. He JX. Liu L. Shan H. Lei CL. Hui DSC. Du B. Li LJ. Zeng G. Yuen KY. Chen RC. Tang CL. Wang T. Chen PY. Xiang J. Li SY. Wang JL. Liang ZJ. Peng YX. Wei L. Liu Y. Hu YH. Peng P. Wang JM. Liu JY. Chen Z. Li G. Zheng ZJ. Qiu SQ. Luo J. Ye CJ. Zhu SY. Zhong NS,2020-02-28,English,The New England journal of medicine
COVID-19,Management strategies of neonatal jaundice during the coronavirus disease 2019 outbreak.,Ma XL. Chen Z. Zhu JJ. Shen XX. Wu MY. Shi LP. Du LZ. Fu JF. Shu Q,2020-02-28,English,World journal of pediatrics : WJP
COVID-19,A mathematical model for simulating the phase-based transmissibility of a novel coronavirus.,Chen TM. Rui J. Wang QP. Zhao ZY. Cui JA. Yin L,2020-02-28,English,Infectious diseases of poverty
COVID-19,Q&A: The novel coronavirus outbreak causing COVID-19.,Fisher D. Heymann D,2020-02-28,English,BMC medicine
COVID-19,[Discussion on diagnosis and treatment of hepatobiliary malignancies during the outbreak of novel coronavirus pneumonia].,Wu F. Song Y. Zeng HY. Ye F. Rong WQ. Wang LM. Wu JX,2020-02-28,Chinese,Zhonghua zhong liu za zhi [Chinese journal of oncology]
COVID-19,[Treatment strategies of Budd-Chiari syndrome during the epidemic period of 2019 coronavirus disease].,Li LH. Zhang G. Dang XW. Li L,2020-02-28,Chinese,Zhonghua wai ke za zhi [Chinese journal of surgery]
COVID-19,"Update: Public Health Response to the Coronavirus Disease 2019 Outbreak - United States, February 24, 2020.",Jernigan DB,2020-02-28,English,MMWR. Morbidity and mortality weekly report
COVID-19,"Covid-19: school closures and bans on mass gatherings will need to be considered, says England's CMO.",Moberly T,2020-02-28,English,BMJ (Clinical research ed.)
COVID-19,The costs of secrecy.,"Thorp, H. Holden",2020-02-28,English,Science
COVID-19,China bans wildlife trade.,,2020-02-28,English,Science
COVID-19,Strategies shift as coronavirus pandemic looms.,"Cohen, Jon. Kupferschmidt, Kai",2020-02-28,English,Science
COVID-19,Preprints bring ‘firehose’ of outbreak data.,"Kupferschmidt, Kai",2020-02-28,English,Science
COVID-19,"Another coronavirus, another epidemic, another warning.","Poland, Gregory A.",2020-02-28,English,Vaccine
COVID-19,Clinical Characteristics of Imported Cases of COVID-19 in Jiangsu Province: A Multicenter Descriptive Study.,Wu J. Liu J. Zhao X. Liu C. Wang W. Wang D. Xu W. Zhang C. Yu J. Jiang B. Cao H. Li L,2020-02-29,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,The Clinical and Chest CT Features Associated with Severe and Critical COVID-19 Pneumonia.,Li K. Wu J. Wu F. Guo D. Chen L. Fang Z. Li C,2020-02-29,English,Investigative radiology
COVID-19,Clinical trials for the treatment of Coronavirus disease 2019 (COVID-19): A rapid response to urgent need.,Zhang T. He Y. Xu W. Ma A. Yang Y. Xu KF,2020-02-29,English,Science China. Life sciences
COVID-19,"Transmission potential of the novel coronavirus (COVID-19) onboard the diamond Princess Cruises Ship, 2020.",Mizumoto K. Chowell G,2020-02-29,English,Infectious Disease Modelling
COVID-19,[Recommendations for the regulation of medical practices of burn treatment during the outbreak of the coronavirus disease 2019].,Ma SY. Yuan ZQ. Peng YZ. Luo QZ. Song HP. Xiang F. Tan JL. Zhou JY. Li N. Hu GZ. Luo GX,2020-02-29,Chinese,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns
COVID-19,[Medical diagnosis and treatment strategies for malignant tumors of the digestive system during the outbreak of novel coronavirus pneumonia].,Zhang Y. Xu JM,2020-02-29,Chinese,Zhonghua zhong liu za zhi [Chinese journal of oncology]
COVID-19,[The keypoints in treatment of the critical coronavirus disease 2019 patient].,Li XY. Du B. Wang YS. Kang HYJ. Wang F. Sun B. Qiu HB. Tong ZH,2020-02-29,Chinese,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases
COVID-19,Do not violate the International Health Regulations during the COVID-19 outbreak.,Habibi R. Burci GL. de Campos TC. Chirwa D. Cinà M. Dagron S. Eccleston-Turner M. Forman L. Gostin LO. Meier BM. Negri S. Ooms G. Sekalala S. Taylor A. Yamin AE. Hoffman SJ,2020-02-29,English,"Lancet (London, England)"
COVID-19,Indian pharma threatened by COVID-19 shutdowns in China.,Chatterjee P,2020-02-29,English,"Lancet (London, England)"
COVID-19,"Nowcasting and forecasting the potential domestic and international spread of the 2019-nCoV outbreak originating in Wuhan, China: a modelling study.",Wu JT. Leung K. Leung GM,2020-02-29,English,"Lancet (London, England)"
COVID-19,Li Wenliang.,"Green, Andrew",2020-02-29,English,Lancet
COVID-19,On the use of corticosteroids for 2019-nCoV pneumonia.,"Shang, Lianhan. Zhao, Jianping. Hu, Yi. Du, Ronghui. Cao, Bin",2020-02-29,English,Lancet
COVID-19,Timely research papers about COVID-19 in China.,"Xiang, Yu-Tao. Li, Wen. Zhang, Qinge. Jin, Yu. Rao, Wen-Wang. Zeng, Liang-Nan. Lok, Grace K I. Chow, Ines H I. Cheung, Teris. Hall, Brian J",2020-02-29,English,Lancet
COVID-19,Minimise nosocomial spread of 2019-nCoV when treating acute respiratory failure.,"Cabrini, Luca. Landoni, Giovanni. Zangrillo, Alberto",2020-02-29,English,Lancet
COVID-19,"2019-nCoV, fake news, and racism.","Shimizu, Kazuki",2020-02-29,English,Lancet
COVID-19,Anti-Chinese sentiment during the 2019-nCoV outbreak.,"Chung, Roger Yat-Nork. Li, Minnie Ming",2020-02-29,English,Lancet
COVID-19,Early lessons from the frontline of the 2019-nCoV outbreak.,"Zhang, Hong",2020-02-29,English,Lancet
COVID-19,"First imported case of 2019 novel coronavirus in Canada, presenting as mild pneumonia.","Silverstein, William Kyle. Stroud, Lynfa. Cleghorn, Graham Edward. Leis, Jerome Allen",2020-02-29,English,Lancet
COVID-19,Is Pakistan Ready to face the outbreak of Novel Coronavirus (2019 nCoV)?,"Bukhari, Mulazim Hussain. Bukhari, Syyeda Ailia",2020-02-29,English,Pulse International
COVID-19,Coronavirus disinfection in histopathology.,Henwood AF,2020-03-01,English,Journal of histotechnology
COVID-19,Coronavirus disease (COVID-19) and neonate: What neonatologist need to know.,Lu Q. Shi Y,2020-03-01,English,Journal of medical virology
COVID-19,2019-nCoV in context: lessons learned?,Kock RA. Karesh WB. Veas F. Velavan TP. Simons D. Mboera LEG. Dar O. Arruda LB. Zumla A,2020-03-01,English,The Lancet. Planetary health
COVID-19,Managing Oncology Services During a Major Coronavirus Outbreak: Lessons From the Saudi Arabia Experience.,Jazieh AR. Al Hadab A. Al Olayan A. AlHejazi A. Al Safi F. Al Qarni A. Farooqui F. Al Mutairi N. Alenazi TH,2020-03-01,English,JCO global oncology
COVID-19,Toning down the 2019-nCoV media hype-and restoring hope.,Ippolito G. Hui DS. Ntoumi F. Maeurer M. Zumla A,2020-03-01,English,The Lancet. Respiratory medicine
COVID-19,Coronavirus disease (COVID-19): The need to maintain regular physical activity while taking precautions,Chen P. Mao L. Nassis GP. Harmer P. Ainsworth BE. Li F,2020-03-01,English,Journal of sport and health science
COVID-19,COVID-19 in the Shadows of MERS-CoV in the Kingdom of Saudi Arabia.,Barry M. Al Amri M. Memish ZA,2020-03-01,English,Journal of epidemiology and global health
COVID-19,Cochrane Corner: Coronavirus (COVID-19): infection control and prevention measures.,Jordan V,2020-03-01,English,Journal of primary health care
COVID-19,Getting ready for the next pandemic COVID-19: Why we need to be more prepared and less scared.,Contreras GW,2020-03-01,English,"Journal of emergency management (Weston, Mass.)"
COVID-19,Tabletop exercise to prepare institutions of higher education for an outbreak of COVID-19.,Wendelboe AM. Miller A. Drevets D. Salinas L. Miller EJ. Jackson D. Chou A. Raines J,2020-03-01,English,"Journal of emergency management (Weston, Mass.)"
COVID-19,In silico screening of Chinese herbal medicines with the potential to directly inhibit 2019 novel coronavirus.,Zhang DH. Wu KL. Zhang X. Deng SQ. Peng B,2020-03-01,English,Journal of integrative medicine
COVID-19,Traditional Chinese Medicine: an effective treatment for 2019 novel coronavirus pneumonia (NCP).,DU HZ. Hou XY. Miao YH. Huang BS. Liu DH,2020-03-01,English,Chinese journal of natural medicines
COVID-19,What we know so far: COVID-19 current clinical knowledge and research.,Lake MA,2020-03-01,English,"Clinical medicine (London, England)"
COVID-19,Outbreak of coronavirus disease 2019.,Burki T,2020-03-01,English,The Lancet. Infectious diseases
COVID-19,Cancer patients in SARS-CoV-2 infection: a nationwide analysis in China.,Liang W. Guan W. Chen R. Wang W. Li J. Xu K. Li C. Ai Q. Lu W. Liang H. Li S. He J,2020-03-01,English,The Lancet. Oncology
COVID-19,Pathogenicity and transmissibility of 2019-nCoV-A quick overview and comparison with other emerging viruses.,Chen J,2020-03-01,English,Microbes and infection
COVID-19,Is COVID-19 receiving ADE from other coronaviruses?,Tetro JA,2020-03-01,English,Microbes and infection
COVID-19,"Measures for diagnosing and treating infections by a novel coronavirus responsible for a pneumonia outbreak originating in Wuhan, China.",Yu F. Du L. Ojcius DM. Pan C. Jiang S,2020-03-01,English,Microbes and infection
COVID-19,The epidemic of 2019-novel-coronavirus (2019-nCoV) pneumonia and insights for emerging infectious diseases in the future.,Li JY. You Z. Wang Q. Zhou ZJ. Qiu Y. Luo R. Ge XY,2020-03-01,English,Microbes and infection
COVID-19,Lessons learned from the 2019-nCoV epidemic on prevention of future infectious diseases.,Pan X. Ojcius DM. Gao T. Li Z. Pan C. Pan C,2020-03-01,English,Microbes and infection
COVID-19,[Standardized management guideline for pediatric wards of hematology and oncology during the epidemic of coronavirus disease 2019].,,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.,Marraro GA. Spada C,2020-03-01,English,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[Perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].,,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[An interpretation on perinatal and neonatal management plan for prevention and control of SARS-CoV-2 infection (2nd Edition)].,Wang LS. Hu XJ. Zhou WH,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[Response plan in the neonatal intensive care unit during epidemic of SARS-CoV-2 infection (2nd Edition)].,,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[SARS-CoV-2 infection with gastrointestinal symptoms as the first manifestation in a neonate].,Wang J. Wang D. Chen GC. Tao XW. Zeng LK,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[Clinical features and chest CT findings of coronavirus disease 2019 in infants and young children].,Zhou Y. Yang GD. Feng K. Huang H. Yun YX. Mou XY. Wang LF,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[Twin girls infected with SARS-CoV-2].,Zhang GX. Zhang AM. Huang L. Cheng LY. Liu ZX. Peng XL. Wang HW,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,[Emergency plan for inter-hospital transfer of newborns with SARS-CoV-2 infection].,Chen Z. DU LZ. Fu JF. Shu Q. Chen ZM. Shi LP. Wang W. Chen SH. Ma XL. Ye S. Sun W. Chen MY. Zhu HH. Huang GL. Luo FX,2020-03-01,Chinese,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
COVID-19,Expanded Umbilical Cord Mesenchymal Stem Cells (UC-MSCs) as a Therapeutic Strategy in Managing Critically Ill COVID-19 Patients: The Case for Compassionate Use.,Atluri S. Manchikanti L. Hirsch JA,2020-03-01,English,Pain physician
COVID-19,Point-of-Care Lung Ultrasound findings in novel coronavirus disease-19 pnemoniae: a case report and potential applications during COVID-19 outbreak.,Buonsenso D. Piano A. Raffaelli F. Bonadia N. de Gaetano Donati K. Franceschi F,2020-03-01,English,European review for medical and pharmacological sciences
COVID-19,Updated rapid risk assessment from ECDC on the outbreak of COVID-19: increased transmission globally.,Eurosurveillance Editorial Team,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,"Potential scenarios for the progression of a COVID-19 epidemic in the European Union and the European Economic Area, March 2020.",Johnson HC. Gossner CM. Colzani E. Kinsman J. Alexakis L. Beauté J. Würz A. Tsolova S. Bundle N. Ekdahl K,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,"Rapid establishment of laboratory diagnostics for the novel coronavirus SARS-CoV-2 in Bavaria, Germany, February 2020.",Konrad R. Eberle U. Dangel A. Treis B. Berger A. Bengs K. Fingerle V. Liebl B. Ackermann N. Sing A,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,Evaluation of a quantitative RT-PCR assay for the detection of the emerging coronavirus SARS-CoV-2 using a high throughput system.,Pfefferle S. Reucher S. Nörz D. Lütgehetmann M,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,"First cases of coronavirus disease 2019 (COVID-19) in the WHO European Region, 24 January to 21 February 2020.",Spiteri G. Fielding J. Diercke M. Campese C. Enouf V. Gaymard A. Bella A. Sognamiglio P. Sierra Moros MJ. Riutort AN. Demina YV. Mahieu R. Broas M. Bengnér M. Buda S. Schilling J. Filleul L. Lepoutre A. Saura C. Mailles A. Levy-Bruhl D. Coignard B. Bernard-Stoecklin S. Behillil S. van der Werf S. Valette M. Lina B. Riccardo F. Nicastri E. Casas I. Larrauri A. Salom Castell M. Pozo F. Maksyutov RA. Martin C. Van Ranst M. Bossuyt N. Siira L. Sane J. Tegmark-Wisell K. Palmérus M. Broberg EK. Beauté J. Jorgensen P. Bundle N. Pereyaslov D. Adlhoch C. Pukkila J. Pebody R. Olsen S. Ciancio BC,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,Updated rapid risk assessment from ECDC on the novel coronavirus disease 2019 (COVID-19) pandemic: increased transmission in the EU/EEA and the UK.,Eurosurveillance Editorial Team,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
COVID-19,"Retrospective analysis of the possibility of predicting the COVID-19 outbreak from Internet searches and social media data, China, 2020.",Li C. Chen LJ. Chen X. Zhang M. Pang CP. Chen H,2020-03-01,English,Euro surveillance : bulletin Europeen sur les maladies transmissibles = European communicable disease bulletin
